,text
4983,"<price>115<rating>86<whiskey>Blue Hanger 8th Release, 45.6%<review>This breaks Blue Hanger ranks because it's a traditional blended whisky rather than a blend of just malts. Not that you see the joins. This is a rich, powerful, clean, and crisp whisky with a delightfully balanced flavor of pureed fruits and an unusual, almost menthol quality. Smoke wanders in and out to complete the experience. (The Whisky Shop exclusive.)"
4984,"<price>130<rating>89<whiskey>Ardbeg Supernova, 58.9%<review>Identifiably richer, fuller, and smokier on the nose when compared to other young Ardbegs. While still prominent, there’s slightly less brine and seaweed, more earthiness, tar, soot, espresso, tobacco, grass, and chocolate fudge. The same goes for the palate. It starts out like a “slightly more gutsy than normal” cask strength, young Ardbeg (e.g., Renaissance) and, if you go into this experience expecting to be totally blown away by peat, tar, and smoke, you might feel a bit under-challenged initially. But the peat eventually builds to a powerful, lava-like crescendo and you realize that this is no ordinary Ardbeg. The length of the finish is seemingly endless; bold and warming. Through all this, there’s a soft underbelly of ripe barley and a vanilla sweetness to balance at least some of the tar, heat, and smoke -- something I admire in many Ardbegs. Bottom line: It’s an interesting, entertaining, and eye-opening experience. I like how mature it tastes for a relatively young whisky. But, like a whisky that shows just a bit too much sherry or oak, I think the extra peat, to a degree, masks the subtle complexities I admire in some other, lesser-peated Ardbegs, which is the only thing keeping me from scoring this whisky in the 90s. All smoky whisky enthusiasts should endeavor to try this at least once."
4985,"<price>2500<rating>90<whiskey>Gordon & MacPhail 125th Anniversary 1979 (Mosstowie, Distilled at Miltonduff; Cask No. 20323), 49.8%<review>
Mosstowie was the name given to single malt produced on Lomond stills at Miltonduff Distillery. Butterscotch, ripening peaches, ripe plums, and a hint of lime on the nose. The palate is viscous, with red berries, peach, and vanilla. Drying steadily in the finish, with aniseed, black pepper, and, finally, black tea. (164 bottles, 16 for U.S.)"
4986,"<price>421<rating>90<whiskey>Glengoyne 25 year old, 48%<review>The latest addition to Glengoyne’s permanent range is a 25 year old, matured in European oak sherry casks and presented in non-chill filtered format. Syrup-like on the nose, very sweet, with milk chocolate, ginger, Jaffa oranges, and sticky toffee pudding. Smooth and sweet on the palate, with overt sherry, sultanas, and gentle spice. The finish is medium to long, with a hint of oak, old leather, and lingering cloves. Bold, yet elegant. £250"
4987,"<price>105<rating>88<whiskey>Highland Park 16 year old Twisted Tattoo, 46.7%<review>Strawberry jam and heather honey on the nose, with subtle woodsmoke, vanilla, and pineapple. Bold tropical fruits on the palate, with toffee, red berries, and more soft woodsmoke. The medium-length finish highlights licorice and drying oak."
4988,"<price>23<rating>87<whiskey>Bushmills Red Bush, 40%<review>Are you a bourbon lover with an untapped curiosity for Irish whiskey? I have a job for you. Try nosing out the cinnamon, molasses, sultanas, tarte Tatin, and sweet crème brûlée on Colum Egan’s young creation aged in first-fill bourbon casks. A brash combination of spice, cinnamon, cooked apple and pear, caramel popcorn, bitter vanilla, and spun sugar, which finishes with wood char, burnt sugar, and toffee apple."
4989,"<price>300<rating>94<whiskey>Highland Park  1977 vintage 29 year old (Cask #7957), 48.5%<review>A delicious, well-balanced, ultra-matured expression of Highland Park. Toffee apples, molasses, and vanilla fudge provide a sweet foundation, with evolving notes of dark chocolate, dry spicy oak, tobacco, subtle smoke, and lingering brine on the finish. Nicely done. (Bottled for Old Oaks Cigar & Wine Company)"
4990,"<price>101<rating>80<whiskey>Douglas Laing Old Particular (distilled at Tamdhu) 16 year old, 46%<review>Pale straw. The nose is very draff-like/sweet mash, then green herbal notes, reminiscent of angelica. The palate remains light and slightly hot on the tongue, with some cereal and a certain fatness. Water brings out a little more from the cask. A delicate and pleasant enough dram, but I’m slightly bemused as to why it’s being bottled at this age when there’s clearly so much more to give. £69"
4991,"<price>60<rating>93<whiskey>Frey Ranch Bottled in Bond Rye (Batch 1), 50%<review>Fragrant and inviting on the nose, with a juxtaposition of floral and fruit notes—rose petals, fresh cherries—then saddle leather, spice, mint oil, tea leaves, and almonds. Those aromas are echoed on the palate’s robust Gobstopper of flavors: dark chocolate-covered cherries, cinnamon, maple syrup, Italian plums, walnuts, and undertones of mint. More dark chocolate, mint, and almonds on the finish, which has remarkable length. Water is transformative, bringing out more fruit, but with or without it, this is an outstanding whiskey."
4992,"<price>23<rating>88<whiskey>Jim Beam Bonded, 50%<review>Launched in 2015, this is a solid pick for the under-$30 club. Think butterscotch and caramel dripping over popcorn: the cooked sugars first, then corn kernels. Dulled spices, oak, vanilla, hints of saddle leather and earth. This isn’t complex or complicated, but the medium-to-long candy corn finish leaves me wondering about its status with two more years in the barrel. Of course, that would mean the price would go up, too."
4993,"<price>191<rating>84<whiskey>Cadenhead Authentic Collection 28 year old (distilled at Highland Park), 48.3%<review>Distilled in 1985, this expression of Highland Park was matured in a single bourbon cask that yielded 252 bottles. Green apples, tinned mandarin oranges, linseed, and a hint of smoky chocolate on the nose. Sweet spices, coconut, and mild peat smoke on the light palate. Lingering peat smoke, root ginger, and a touch of vanilla in the medium-length finish. £120"
4994,"<price>75<rating>85<whiskey>That Boutique-y Whisky Company (distilled at Millstone) 6 year old, 48.9%<review>Originating from Zuidam Distillers’ diverse inventory of casks, this single malt whisky conjures thoughts of bread dough, white grape, and slightly sour spices. The orange flavors start as a deep glow, then blossom beautifully into rich marmalade aromas. Initially mouth-drawing, with bold, juicy flavors of peach and orange supported by toffee and a gentle lift of spices. Appetizing taste of spiced orange cake to finish. (637 bottles)"
4995,"<price>74<rating>83<whiskey>Balblair 2004 Bourbon Matured, 46%<review>The Bourbon Matured variant of Balblair’s two Travel Retail expressions of its 2004 vintage is available on a worldwide basis. Light and delicate on the initial nose, with ripe pear, melon, lemon, watery toffee, and hints of honey and ginger. Sweet orchard fruits on the palate, with developing cinnamon, coconut, and crème brûlée. Tingling spices in the finish, with slightly drying oak."
4996,"<price>255<rating>89<whiskey>The Exclusive Malts  (distilled at Invergordon)  42 year old 1973, 51.1%<review>Lush caramel, red apples, sanded oak, and olive oil first pressings with herbal overtones, this ancient grain has managed to retain its distinctive character. The palate is initially mouth-drawing with an oily structure, the flavors are a pleasing tangle of caramelized apple, toffee, and sultana, with a noticeably long finish. Banish any notion you might have of adding water right now. It’s welcoming to have a great aged grain unafraid to show its true colors. (248 bottles)"
4997,"<price>84<rating>92<whiskey>Redbreast 12 year old Cask Strength (Batch B2/19), 58.6%<review>An easy-drinking cask-strength whiskey, the nose has an equal balance between fruit and spice, as red apple and bright cherry meet Chinese five spice, savory undertones, and salted nuts. This has big, chewy sherry notes; it’s quite nutty, and the spice starts building early on. Hold out till the end for black cherry, toffee, and burnt fruitcake, with a finish of autumnal fruits, menthol, and aniseed."
4998,"<price>130<rating>78<whiskey>Kilchoman Single Cask Sherry Cask (Cask #85), 57.9%<review>Distilled at the start of 2009, this special edition was bottled mid-2014, making it a 5 ½ year old whisky. The nose is ashy paste with a good measure of barnyard funk along with sherry, oak, and clove spice. The entry is all ashtray, a late night of sweet wine and cigarettes. Sherry notes fight the smoke to emerge, but the smoke simply dominates. A smoky, ashy, spicy, and dry finish round out a face-slapper of a whisky. (U.S. only)"
4999,"<price>140<rating>86<whiskey>Exclusive Malts (distilled at Invergordon) 1993 24 year old, 54.1%<review>The nose evokes aromas of school textbook spines, freshly planed oak, vanilla, and dry-roasted fennel and coriander seeds. A mouth-puckering sip begins innocently enough with golden caramels and toffee, before a double whammy of spice and alcohol give it quite a kick. The sweetness concentrates deliciously, becomes tangy, before sliding into a finish of long-lingering spices and residual oaky sweetness. (Cask no. 901820; 168 bottles)"
5000,"<price>47<rating>89<whiskey>Buffalo Trace 30 Minute Infrared Light Wave Barrels, 45%<review>Toffee and maple syrup, cigars aged in cedar, along with polished leather. Resinous grip on the finish balanced by dark, caramelized sugars. Tastes older than its true age. 375ml"
5001,"<price>250<rating>93<whiskey>Yoichi Apple Brandy Barrel-Finished, 47%<review>
Gentle aromatic peat smoke, straw, ruddy red apples, and soft sponge puddings. There’s a dry spicy edge to the peat smoke that makes it really quite exquisite. Apples browning in sugar, iced chocolate cake, and luxuriously creamy, it becomes oily with a lengthy phase of active spicy pepper, oak, and smoke, though the creaminess returns if you give it long enough. A smoky aftertaste, with malt and cocoa powder."
5002,"<price>50<rating>85<whiskey>Blaum Bros. Straight Bourbon, 50%<review>The nose has fruity hard candy, citrus oil, and lime Popsicle stick, along with expressive grain. On the palate, the sturdy proof holds up well to a few drops of water, revealing iced herbal tea, mint leaves, cinnamon, black pepper, and orange oil, as well as plenty of chewy oak. The finish is where this whiskey’s personality really starts to show, offering rich dark chocolate and roasted almonds."
